Country,Admin1_Name,Admin1_PCODE,Admin2_Name,Admin2_PCODE,City/Locations,Acronym,Organisation,Type,Sectors,Activity / Project,Status Activities,Comments,
Liberia,Grand Gedeh,LBR06,,,,IRC,International Rescue Committee,International NGO,Social Mobilisation/Health Promotion,"Trained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland Counties",,,
Liberia,Lofa,LBR08,,,,IRC,International Rescue Committee,International NGO,Case Management,"Support the distribution of additional infection control supplies and protective equipment to a total of 41 MoHSW health facilities serving a total population of approximately 220,000",,,
Liberia,Lofa,LBR08,,,,IRC,International Rescue Committee,International NGO,Coordination,"Human resource support to the County Health team for social mobilization, case management, surveillance and contact tracing committees and co-chare of district task force meetings",,,
Liberia,Lofa,LBR08,,,,IRC,International Rescue Committee,International NGO,Epi-Surveillance and Lab,"Vehicles suppport to the contact tracing, case management (Health facility trainings) and social mobilization teams",,,
Liberia,Lofa,LBR08,,,,IRC,International Rescue Committee,International NGO,Social Mobilisation/Health Promotion,"Conducted awareness raising activites with community leaders, marketers, youth and health facility staff","Existing but no info on adequacy or on capacity to cover needs, or low achievement",,
Liberia,Lofa,LBR08,,,,IRC,International Rescue Committee,International NGO,Surveillance/Contact Tracing,,,,
Liberia,Maryland,LBR10,,,,IRC,International Rescue Committee,International NGO,Case Management,Support strengthening of infection prevention and control as well as case management at health facilities in Grand Gedeh and Maryland Counties,,,
Liberia,Maryland,LBR10,,,,IRC,International Rescue Committee,International NGO,Coordination,Support the Grand Gedeh and Maryland County Health Teams to coordinate the EVD coordination meetings and set up a communication system with CHVs and health facility staff,,,
Liberia,Maryland,LBR10,,,,IRC,International Rescue Committee,International NGO,Epi-Surveillance and Lab,"Provide Motorbikes, vehicles and fuel for surveillance and social mobilization activities in Grand Gedeh and Maryland Counties",,,
Liberia,Maryland,LBR10,,,,IRC,International Rescue Committee,International NGO,Social Mobilisation/Health Promotion,"Trained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland CountiesTrained PTP and clinic staff, CHW, UNHCR impl. Partners' staff, CHT, established Grand Gedeh County Task Force and Outbreak Control Plan, establish probable case waiting area
Provide trainings to skilled and non-skilled health personnel, conduct awareness workshops with town chiefs and clan heads in Grand Gedeh and Maryland Counties",,,
